Unnamed: 0,Customer ID,Age,Gender,Income Level,Region,Purchase History,Last Purchase Date,Urban/Rural,Festival Engagement,Average Order Value (AOV),Customer Satisfaction (CSAT),description
15,fbcb51e7-2b40-46a7-88bc-4a3b02273e44,49,Male,Middle,Maharashtra,Clothing,2024-03-15,Urban,Christmas,15669,4.0,Customer is 49 years old Male from MaharashtraPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 15669
16,596762da-f107-4f93-91e6-62a73a3e96bd,28,Female,Middle,Karnataka,Clothing,2024-09-10,Urban,Diwali,14238,3.2,Customer is 28 years old Female from KarnatakaPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 14238
17,270514c6-debe-4483-86a7-b1eef237182a,45,Female,Middle,Tamil Nadu,Electronics,2024-04-12,Urban,,16622,4.5,Customer is 45 years old Female from Tamil NaduPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 16622
18,e186ce91-f86c-4c88-8601-0916e66e2d3c,50,Male,High,Gujarat,Electronics,2024-07-12,Urban,,1836,3.6,Customer is 50 years old Male from GujaratPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 1836
19,f6797fd6-2635-4c7a-8811-4a38119bd80a,23,Female,Middle,Punjab,Groceries,2024-07-29,Urban,Christmas,3200,4.1,Customer is 23 years old Female from PunjabPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 3200
20,85b95db8-c7fe-4106-ae98-5c409cf6cda4,62,Male,Middle,Gujarat,Groceries,2024-06-12,Urban,,17854,3.7,Customer is 62 years old Male from GujaratPurchases mostly include Groceries and belongs to UrbanHas festival engagement of nan and has an Average order value of 17854
21,8e2c63e1-9270-45ff-a5fe-8d69e44f043f,52,Female,Low,Kerala,Clothing,2024-06-17,Urban,Christmas,10221,3.2,Customer is 52 years old Female from KeralaPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 10221
22,27c00e1d-62b2-43cb-828f-9fdaf696b86c,63,Male,Middle,Delhi,Electronics,2024-05-27,Urban,Christmas,17931,3.8,Customer is 63 years old Male from DelhiPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 17931
23,601e3a22-3c33-416f-9679-5b0ba68c1d5b,59,Male,Middle,Gujarat,Groceries,2024-02-17,Urban,Christmas,14995,3.6,Customer is 59 years old Male from GujaratPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 14995
24,d34f5447-c9db-48c6-b7a8-927f7020324e,42,Male,Low,Punjab,Clothing,2024-04-29,Rural,,2086,4.7,Customer is 42 years old Male from PunjabPurchases mostly include Clothing and belongs to RuralHas festival engagement of nan and has an Average order value of 2086
25,9db2e783-f24f-4df1-a9c5-b96a19b1119e,29,Male,Low,Karnataka,Electronics,2023-12-19,Urban,Eid,11734,3.1,Customer is 29 years old Male from KarnatakaPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Eid and has an Average order value of 11734
26,2f848c82-69db-4a1e-8da0-e1acb7644a2a,59,Female,High,Maharashtra,Electronics,2024-01-27,Rural,Eid,18583,3.7,Customer is 59 years old Female from MaharashtraPurchases mostly include Electronics and belongs to RuralHas festival engagement of Eid and has an Average order value of 18583
27,153eba67-7dd6-4fcb-ae2b-ff91da7ef546,51,Female,Low,Delhi,Clothing,2024-05-21,Urban,Diwali,19995,3.4,Customer is 51 years old Female from DelhiPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 19995
28,e16b3e99-48d4-417d-8886-3a7866ca8956,52,Male,Low,Delhi,Groceries,2024-06-08,Rural,Eid,5511,3.3,Customer is 52 years old Male from DelhiPurchases mostly include Groceries and belongs to RuralHas festival engagement of Eid and has an Average order value of 5511
29,92bca929-c220-4016-a319-083cf1dba799,57,Female,Middle,Delhi,Groceries,2024-04-15,Rural,Diwali,5686,4.2,Customer is 57 years old Female from DelhiPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 5686
30,76cc290c-1973-4bbf-b255-5be13175649d,31,Male,Middle,Punjab,Groceries,2023-12-18,Rural,Diwali,16348,4.9,Customer is 31 years old Male from PunjabPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 16348
31,9ffce8ba-ee83-426f-8bbe-7453c3240d7f,25,Female,Middle,Delhi,Groceries,2023-11-27,Urban,Diwali,5702,4.3,Customer is 25 years old Female from DelhiPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 5702
32,d80002f6-08f4-4568-868d-74ccb3496115,62,Female,High,Tamil Nadu,Electronics,2024-10-19,Rural,Diwali,11279,4.6,Customer is 62 years old Female from Tamil NaduPurchases mostly include Electronics and belongs to RuralHas festival engagement of Diwali and has an Average order value of 11279
33,852e6d40-4440-4e17-a566-ebb18d63a8eb,51,Male,Middle,Delhi,Groceries,2023-12-01,Urban,Diwali,10801,3.7,Customer is 51 years old Male from DelhiPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 10801
34,0d33b513-9277-4454-9de1-7fbc89c8e802,50,Male,Middle,Karnataka,Groceries,2023-12-02,Rural,,6295,4.1,Customer is 50 years old Male from KarnatakaPurchases mostly include Groceries and belongs to RuralHas festival engagement of nan and has an Average order value of 6295
35,e738c858-b75a-439a-9194-049f08459814,28,Male,High,Delhi,Groceries,2023-12-07,Urban,Diwali,14868,3.8,Customer is 28 years old Male from DelhiPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 14868
36,8d2bd1e0-8c11-44c8-89c0-b621e823d4a1,31,Female,Middle,Gujarat,Clothing,2024-08-07,Rural,Diwali,6663,4.6,Customer is 31 years old Female from GujaratPurchases mostly include Clothing and belongs to RuralHas festival engagement of Diwali and has an Average order value of 6663
37,b3022223-6c6d-4fc1-8c2a-8d0c63d2c1ee,60,Female,Low,Gujarat,Groceries,2024-09-26,Rural,Diwali,8406,4.3,Customer is 60 years old Female from GujaratPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 8406
38,44194a9f-3ad1-4ccd-810b-0e62b8d42be7,59,Male,Middle,Delhi,Groceries,2024-07-16,Rural,,10047,3.9,Customer is 59 years old Male from DelhiPurchases mostly include Groceries and belongs to RuralHas festival engagement of nan and has an Average order value of 10047
39,bd854c8c-ac5b-4aa8-9481-98de9f4f683d,35,Male,High,Delhi,Clothing,2024-05-23,Rural,Diwali,15017,3.2,Customer is 35 years old Male from DelhiPurchases mostly include Clothing and belongs to RuralHas festival engagement of Diwali and has an Average order value of 15017
40,64f2ea6f-083c-40ba-96ef-1a828f19f19d,24,Male,Middle,Delhi,Home Decor,2023-11-19,Urban,Diwali,3201,4.6,Customer is 24 years old Male from DelhiPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 3201
41,5dff744d-f778-4871-ab44-cac58db48ae9,54,Female,Middle,Maharashtra,Electronics,2024-10-20,Rural,,9046,3.7,Customer is 54 years old Female from MaharashtraPurchases mostly include Electronics and belongs to RuralHas festival engagement of nan and has an Average order value of 9046
42,72c177e0-d438-4bb8-9e37-5ecd1618ea24,26,Female,Middle,Kerala,Home Decor,2024-07-06,Rural,Diwali,10126,3.3,Customer is 26 years old Female from KeralaPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Diwali and has an Average order value of 10126
43,2abbcd07-3a13-4cd6-8ed6-4d7f900567ee,48,Female,Middle,Maharashtra,Home Decor,2024-10-13,Rural,Diwali,12324,3.9,Customer is 48 years old Female from MaharashtraPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Diwali and has an Average order value of 12324
44,26f63acd-2c1d-4757-9aae-b6eee31c458c,53,Female,Low,Punjab,Electronics,2024-01-09,Urban,,14497,3.6,Customer is 53 years old Female from PunjabPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 14497
45,6ea0eb7d-3f98-4fd8-b3e7-b7a939ccbc19,59,Female,Low,Tamil Nadu,Electronics,2024-05-21,Urban,Diwali,18733,3.4,Customer is 59 years old Female from Tamil NaduPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 18733
46,a5b6e738-0590-4435-bba0-11aca725304b,60,Female,Middle,Kerala,Electronics,2024-02-22,Urban,,5248,4.8,Customer is 60 years old Female from KeralaPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 5248
47,d85351d7-7d1a-4cb9-9a8e-0d7f4e402388,27,Male,Middle,Tamil Nadu,Electronics,2024-04-05,Rural,Eid,1242,4.6,Customer is 27 years old Male from Tamil NaduPurchases mostly include Electronics and belongs to RuralHas festival engagement of Eid and has an Average order value of 1242
48,4c49a734-3959-49f1-85f5-fd96866d9651,62,Female,Middle,Tamil Nadu,Electronics,2024-04-03,Rural,Eid,5255,3.4,Customer is 62 years old Female from Tamil NaduPurchases mostly include Electronics and belongs to RuralHas festival engagement of Eid and has an Average order value of 5255
49,75b4f531-6d4f-47e1-aa53-6fe3dfbdb48b,18,Female,Middle,Kerala,Electronics,2024-01-19,Rural,Eid,7385,4.9,Customer is 18 years old Female from KeralaPurchases mostly include Electronics and belongs to RuralHas festival engagement of Eid and has an Average order value of 7385
50,94cf055c-6e62-455a-988b-9ff81be83e05,51,Male,High,Karnataka,Home Decor,2023-11-14,Rural,,6958,4.1,Customer is 51 years old Male from KarnatakaPurchases mostly include Home Decor and belongs to RuralHas festival engagement of nan and has an Average order value of 6958
51,9494042d-b530-4cb8-b0ee-f8ada004b053,53,Female,Middle,Maharashtra,Groceries,2024-06-13,Urban,Diwali,14691,3.4,Customer is 53 years old Female from MaharashtraPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 14691
52,e7448a6d-9cf1-4b35-b8f0-4cc58ec77d1a,35,Male,Middle,Karnataka,Home Decor,2024-01-20,Urban,Diwali,15529,4.3,Customer is 35 years old Male from KarnatakaPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 15529
53,3ebff124-d93b-481c-9493-3bce6fa2bdcb,36,Male,Middle,Delhi,Home Decor,2023-12-08,Urban,Diwali,6778,4.5,Customer is 36 years old Male from DelhiPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 6778
54,2bff9d70-2130-4831-ae7e-6db60cd2c9eb,32,Male,Middle,Karnataka,Clothing,2024-08-29,Rural,Eid,4166,3.8,Customer is 32 years old Male from KarnatakaPurchases mostly include Clothing and belongs to RuralHas festival engagement of Eid and has an Average order value of 4166
55,1e390a8f-2b74-4df7-a32f-dc8d3895861d,21,Female,Low,Gujarat,Electronics,2024-09-07,Urban,Christmas,17074,3.3,Customer is 21 years old Female from GujaratPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 17074
56,bf3abcbb-d4f3-4f34-9b49-8ca0cf326a2c,41,Female,Middle,Punjab,Electronics,2024-10-07,Urban,Diwali,4125,3.2,Customer is 41 years old Female from PunjabPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 4125
57,fd324802-e333-4078-8e09-e3ed97c0f5ec,28,Female,Low,Punjab,Groceries,2024-08-25,Rural,Christmas,8875,3.2,Customer is 28 years old Female from PunjabPurchases mostly include Groceries and belongs to RuralHas festival engagement of Christmas and has an Average order value of 8875
58,d731693d-dff4-4b04-a170-4d9f369e1370,59,Male,Low,Delhi,Clothing,2024-10-02,Rural,Diwali,2568,3.1,Customer is 59 years old Male from DelhiPurchases mostly include Clothing and belongs to RuralHas festival engagement of Diwali and has an Average order value of 2568
59,3def7993-2a2b-4c06-977c-26c09a84ac41,56,Male,Middle,Punjab,Electronics,2024-03-01,Rural,Christmas,19045,3.6,Customer is 56 years old Male from PunjabPurchases mostly include Electronics and belongs to RuralHas festival engagement of Christmas and has an Average order value of 19045
60,259e9b75-5e74-45eb-8405-60336dec087a,52,Male,Middle,Gujarat,Clothing,2024-01-19,Urban,Christmas,4319,3.1,Customer is 52 years old Male from GujaratPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 4319
61,7c52ae36-76eb-40d5-83d9-064ee5445f06,25,Female,High,Delhi,Groceries,2024-01-11,Rural,Diwali,7184,3.4,Customer is 25 years old Female from DelhiPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 7184
62,8a7c5e60-b53b-46bc-8f32-1c0bc83ed683,38,Male,Middle,Delhi,Groceries,2024-01-27,Rural,Christmas,17894,4.0,Customer is 38 years old Male from DelhiPurchases mostly include Groceries and belongs to RuralHas festival engagement of Christmas and has an Average order value of 17894
63,88fc1d2c-e82f-4e35-b6c9-54ed18ff28b6,48,Female,Middle,Karnataka,Groceries,2024-02-27,Urban,Christmas,2278,4.7,Customer is 48 years old Female from KarnatakaPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 2278
64,31da50d7-b475-43bf-aad0-93579972a36e,57,Female,Low,Punjab,Electronics,2024-04-21,Urban,Eid,2584,4.1,Customer is 57 years old Female from PunjabPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Eid and has an Average order value of 2584
65,a5efff4c-f036-4467-93e3-31b5566226fc,52,Male,High,Karnataka,Home Decor,2024-06-15,Urban,Christmas,3375,4.3,Customer is 52 years old Male from KarnatakaPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 3375
66,e84f1ad8-c282-45ca-b043-d32397bd5545,47,Female,High,Kerala,Electronics,2024-05-27,Urban,Eid,12942,4.2,Customer is 47 years old Female from KeralaPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Eid and has an Average order value of 12942
67,401d2e28-70bd-4683-938b-4cfa446860b0,63,Male,Middle,Karnataka,Groceries,2024-02-18,Rural,Diwali,16015,4.2,Customer is 63 years old Male from KarnatakaPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 16015
68,d942ee04-3935-4fd0-b52c-73f045e27341,58,Female,Middle,Delhi,Groceries,2024-09-07,Urban,Diwali,4470,4.4,Customer is 58 years old Female from DelhiPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 4470
69,35440ee4-7d2f-48e3-8ce8-a44b4bf1515f,23,Female,High,Delhi,Electronics,2024-09-12,Urban,Diwali,13809,4.2,Customer is 23 years old Female from DelhiPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 13809
70,91c07321-6d53-408f-819b-be4619f446ed,59,Female,Middle,Maharashtra,Home Decor,2024-02-21,Urban,Diwali,5794,3.7,Customer is 59 years old Female from MaharashtraPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 5794
71,7fb46a39-9125-4787-ab25-da7dc933e7ad,28,Female,Low,Tamil Nadu,Groceries,2024-09-23,Rural,Diwali,18579,4.9,Customer is 28 years old Female from Tamil NaduPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 18579
72,66714e44-8ed8-4918-bc0d-4989810a01c6,27,Female,Low,Tamil Nadu,Electronics,2024-03-05,Urban,Eid,1654,3.4,Customer is 27 years old Female from Tamil NaduPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Eid and has an Average order value of 1654
73,8ee7e203-aa7b-487d-9564-9289f12e8f79,56,Male,Low,Karnataka,Home Decor,2024-09-26,Urban,Diwali,1600,3.3,Customer is 56 years old Male from KarnatakaPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 1600
74,a74e0c50-9c93-4aec-ad33-75de94ed60a1,43,Male,Middle,Karnataka,Clothing,2023-11-08,Urban,Diwali,3174,4.4,Customer is 43 years old Male from KarnatakaPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 3174
75,b753745b-4a4e-483e-b91d-de5b914db9de,28,Female,High,Karnataka,Electronics,2023-12-23,Rural,Diwali,7319,4.5,Customer is 28 years old Female from KarnatakaPurchases mostly include Electronics and belongs to RuralHas festival engagement of Diwali and has an Average order value of 7319
76,4173002f-590d-4a3f-9d40-06f82b1e2cdd,59,Female,Low,Tamil Nadu,Groceries,2024-08-01,Rural,Diwali,11424,4.6,Customer is 59 years old Female from Tamil NaduPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 11424
77,01cd00ce-a887-4bd5-9e65-53b2c4de2c37,23,Male,Middle,Gujarat,Home Decor,2024-02-01,Rural,Christmas,11620,3.7,Customer is 23 years old Male from GujaratPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Christmas and has an Average order value of 11620
78,2c57eae6-46d8-4cec-a201-1f555c53508e,40,Male,Middle,Punjab,Groceries,2023-12-27,Urban,Christmas,15269,4.1,Customer is 40 years old Male from PunjabPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 15269
79,c5e90986-f52e-4e24-bd22-e692732a95e9,62,Male,High,Kerala,Electronics,2023-11-09,Urban,Diwali,2851,4.1,Customer is 62 years old Male from KeralaPurchases mostly include Electronics and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 2851
80,41d230b0-1244-4910-bae8-0936d03df1f3,47,Female,Middle,Kerala,Clothing,2023-12-02,Rural,,15443,3.9,Customer is 47 years old Female from KeralaPurchases mostly include Clothing and belongs to RuralHas festival engagement of nan and has an Average order value of 15443
81,121ab45e-c298-4dc3-9884-5350772645eb,36,Male,Middle,Karnataka,Home Decor,2024-08-29,Rural,Eid,3429,3.9,Customer is 36 years old Male from KarnatakaPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Eid and has an Average order value of 3429
82,45c931fb-8379-4137-a1cb-1014b794fc15,35,Female,Middle,Delhi,Electronics,2024-02-13,Rural,Christmas,15285,3.4,Customer is 35 years old Female from DelhiPurchases mostly include Electronics and belongs to RuralHas festival engagement of Christmas and has an Average order value of 15285
83,25cee8b1-f9cb-4bcc-bdaf-84cdd4bb2d6f,33,Female,Low,Gujarat,Groceries,2024-04-04,Rural,Eid,19056,4.5,Customer is 33 years old Female from GujaratPurchases mostly include Groceries and belongs to RuralHas festival engagement of Eid and has an Average order value of 19056
84,ae228941-80a5-459f-8be9-1845aca85ef1,37,Female,Middle,Delhi,Home Decor,2024-06-22,Rural,Diwali,13135,3.1,Customer is 37 years old Female from DelhiPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Diwali and has an Average order value of 13135
85,a4c029ea-b1d6-4e6b-a370-2aac33e1769c,47,Male,Low,Gujarat,Groceries,2024-05-19,Urban,Eid,9614,4.9,Customer is 47 years old Male from GujaratPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Eid and has an Average order value of 9614
86,b8f76be3-efe2-40d1-9c01-b5afa014ee8f,55,Male,High,Punjab,Groceries,2024-01-26,Rural,Diwali,14863,3.8,Customer is 55 years old Male from PunjabPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 14863
87,5e4a4798-3213-4bce-a0ca-1d5737bc5daf,45,Male,Low,Punjab,Clothing,2024-06-29,Urban,,7408,3.8,Customer is 45 years old Male from PunjabPurchases mostly include Clothing and belongs to UrbanHas festival engagement of nan and has an Average order value of 7408
88,6f9c69b8-6fdf-416c-81e1-f3cf7d1c20c5,29,Female,Middle,Delhi,Clothing,2024-05-17,Urban,Christmas,15530,4.7,Customer is 29 years old Female from DelhiPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 15530
89,9f13a8a4-ffa9-4f36-ac0f-cf0f6474bd7e,48,Male,High,Tamil Nadu,Groceries,2024-10-12,Rural,Diwali,9445,3.7,Customer is 48 years old Male from Tamil NaduPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 9445
90,6700d67f-ccec-4df3-b42e-354dc6d66bce,64,Female,Middle,Punjab,Groceries,2024-03-11,Rural,Diwali,15051,4.4,Customer is 64 years old Female from PunjabPurchases mostly include Groceries and belongs to RuralHas festival engagement of Diwali and has an Average order value of 15051
91,ddb3aaef-b0e3-48fc-929d-d614f707744d,51,Male,Low,Punjab,Electronics,2024-03-15,Urban,,11889,4.5,Customer is 51 years old Male from PunjabPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 11889
92,b1762450-09f9-4ca9-a49d-bbcce6857538,45,Female,Low,Tamil Nadu,Clothing,2023-11-05,Urban,Christmas,15113,3.1,Customer is 45 years old Female from Tamil NaduPurchases mostly include Clothing and belongs to UrbanHas festival engagement of Christmas and has an Average order value of 15113
93,f00dcc30-aac4-4bb3-b459-682d4b6139c9,30,Male,High,Gujarat,Electronics,2024-01-28,Rural,Diwali,1529,3.1,Customer is 30 years old Male from GujaratPurchases mostly include Electronics and belongs to RuralHas festival engagement of Diwali and has an Average order value of 1529
94,6b7338e6-6697-40b2-8121-7630fc6f1c9f,57,Male,Low,Tamil Nadu,Groceries,2024-01-11,Urban,Diwali,13711,4.0,Customer is 57 years old Male from Tamil NaduPurchases mostly include Groceries and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 13711
95,782b6194-e133-4e73-8e36-d85153edb5db,25,Male,High,Karnataka,Clothing,2024-08-20,Rural,,6033,5.0,Customer is 25 years old Male from KarnatakaPurchases mostly include Clothing and belongs to RuralHas festival engagement of nan and has an Average order value of 6033
96,e6682d54-72bd-42a9-9707-8471c88a754e,48,Female,Middle,Punjab,Home Decor,2024-04-16,Urban,Diwali,18043,3.3,Customer is 48 years old Female from PunjabPurchases mostly include Home Decor and belongs to UrbanHas festival engagement of Diwali and has an Average order value of 18043
97,04d29546-0a7d-413f-9882-d5dcdb17e97e,61,Male,Low,Punjab,Electronics,2023-11-12,Rural,Eid,10293,4.4,Customer is 61 years old Male from PunjabPurchases mostly include Electronics and belongs to RuralHas festival engagement of Eid and has an Average order value of 10293
98,cfce2ddc-9bc1-4f46-b7d7-f5b55716bb8e,44,Male,Middle,Gujarat,Clothing,2024-03-19,Rural,Diwali,7314,3.2,Customer is 44 years old Male from GujaratPurchases mostly include Clothing and belongs to RuralHas festival engagement of Diwali and has an Average order value of 7314
99,664ac6b4-83ae-45c6-b754-c889c53bbf58,22,Female,High,Maharashtra,Home Decor,2024-02-11,Rural,Eid,16132,3.1,Customer is 22 years old Female from MaharashtraPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Eid and has an Average order value of 16132
100,d9d00f5b-fe53-4b61-95e1-1b73f1c9077e,36,Male,Middle,Tamil Nadu,Clothing,2024-08-08,Rural,Diwali,10662,4.5,Customer is 36 years old Male from Tamil NaduPurchases mostly include Clothing and belongs to RuralHas festival engagement of Diwali and has an Average order value of 10662
101,9ad46d9d-60d8-4738-8458-02871702c74c,28,Female,High,Kerala,Electronics,2024-01-04,Urban,,16874,4.6,Customer is 28 years old Female from KeralaPurchases mostly include Electronics and belongs to UrbanHas festival engagement of nan and has an Average order value of 16874
102,a4ef9d4a-a454-455f-8736-b264122c6d59,35,Female,Low,Tamil Nadu,Home Decor,2024-01-05,Rural,Christmas,6919,3.5,Customer is 35 years old Female from Tamil NaduPurchases mostly include Home Decor and belongs to RuralHas festival engagement of Christmas and has an Average order value of 6919
103,47781bfa-0f13-4992-a375-4204b435b4d5,51,Male,Middle,Maharashtra,Clothing,2023-12-07,Rural,Eid,4240,3.2,Customer is 51 years old Male from MaharashtraPurchases mostly include Clothing and belongs to RuralHas festival engagement of Eid and has an Average order value of 4240
